url,year,make,model,vehicle_type,base_price,as_tested_price,engine_type,displacement,power_hp,power_rpm,torque_lb_ft,torque_rpm,transmission,wheelbase,length,width,height,curb_weight,zero_to_60_mph,zero_to_100_mph,quarter_mile_time,quarter_mile_speed,top_speed,braking_70_0,braking_100_0,skidpad_g,rolling_start_5_60,top_gear_30_50,top_gear_50_70,fuel_economy_combined,fuel_economy_city,fuel_economy_highway,fuel_economy_observed,ev_range,is_estimated
https://www.caranddriver.com/reviews/a14498557/2018-honda-accord-sport-15t-manual-review/,2018,Honda Accord,Sport 15T Manual,"front-engine, front-wheel-drive, 5-passenger, 4-door sedan",26670,26670,"turbocharged and intercooled DOHC 16-valve inline-4, aluminum block and head, direct fuel injection",,192,5500,192,1600,6-speed manual,111.4,192.2,73.3,57.1,3154,7.2,18.7,15.5,92,,162,,0.90,8.2,14.0,10.7,30,26,35,24,,yes
https://www.caranddriver.com/reviews/a14498574/2018-porsche-911-carrera-t-first-drive-review/,2018,Porsche,911 Carrera T First Drive |,"rear-engine, rear-wheel-drive, 2+2- or 2-passenger, 2-door coupe",103150,,"twin-turbocharged and intercooled DOHC 24-valve flat-6, aluminum block and heads, direct fuel injection",182,370,6500,331,1700,S:,96.5,178.2,71.2,50.6,3250,3.4,8.5,11.9,,181,,,,,,,,,,,,yes
https://www.caranddriver.com/reviews/a14500071/2018-ford-mustang-gt-manual-test-review/,2018,Ford Mustang,Gt Manual Test,"front-engine, rear-wheel-drive, 4-passenger, 2-door coupe",35995,49670,"DOHC 32-valve V-8, aluminum block and heads, port and direct fuel injection",307,460,7000,420,4600,6-speed manual,107.1,188.5,75.4,54.3,3878,4.3,9.7,12.6,115,,164,,0.96,5.1,10.7,9.6,18,15,25,19,,yes
https://www.caranddriver.com/reviews/a14504984/2018-mercedes-benz-e-class-diesels-first-drive-review/,2018,Mercedes-Benz,E-class Diesels First Drive |,"front-engine, rear- or all-wheel-drive, 5-passenger, 4-door sedan",115,,S:,,,,,,9-speed automatic with manual shifting mode,115.7,193.8,72.9,57.8,3750,5.8,12.0,14.4,,149,,,,,,,,,,,,yes
https://www.caranddriver.com/reviews/a14507113/2018-volvo-xc90-review/,2018,Volvo,Xc90,"front-engine, front- or all-wheel-drive, 4- or 7-passenger, 4-door hatchback",117,,S,,,,,,S,117.5,194.9,75.7,69.9,4600,6.0,15.5,14.6,97,,167,,0.84,7.1,3.4,4.6,,,,,,yes
https://www.caranddriver.com/reviews/a14510782/2002-ford-thunderbird-first-drive-review/,2002,Ford Thunderbird,First Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.caranddriver.com/reviews/a14513016/2018-buick-lacrosse-eassist-hybrid-test-review/,2018,Buick Lacrosse,Eassist Hybrid Test,"front-engine, front-wheel-drive, 5-passenger, 4-door sedan",30490,44975,"DOHC 16-valve 2.5-liter inline-4, 194 hp, 187 lb-ft; permanent-magnet synchronous AC motor; combined output, 194 hp, 187 lb-ft; 0.5-kWh lithium-ion battery pack",,,,,,6-speed automatic with manual shifting mode,114.4,197.5,73.5,57.5,3578,7.8,22.4,16.3,86,,170,,0.84,8.2,4.2,6.1,29,25,35,27,,yes
https://www.caranddriver.com/reviews/a14516384/2018-audi-tt-rs-test-review/,2018,Audi,TT RS Test |,"front-engine, all-wheel-drive, 4-passenger, 2-door coupe",65875,80200,"turbocharged and intercooled DOHC 20-valve inline-5, aluminum block and head, direct fuel injection",151,400,7000,354,1700,7-speed dual-clutch automatic with manual shifting mode,98.6,165.0,72.1,52.9,3270,3.4,8.6,11.9,117,,154,,0.99,4.5,2.7,3.3,22,19,29,22,,yes
https://www.caranddriver.com/reviews/a14517937/2018-toyota-camry-xse-v-6-test-review/,2018,Toyota Camry,Xse V 6 Test,"front-engine, front-wheel-drive, 5-passenger, 4-door sedan",35845,38059,"DOHC 24-valve Atkinson-capable V-6, aluminum block and heads, port and direct fuel injection",,301,6600,267,4700,8-speed automatic with manual shifting mode,111.2,192.7,72.4,56.9,3665,5.8,14.4,14.4,100,,167,,0.87,6.2,3.4,4.6,26,22,32,24,,yes
https://www.caranddriver.com/reviews/a14532266/2018-honda-odyssey-10-speed-automatic-test-review/,2018,Honda Odyssey,10 Speed Automatic Test,"front-engine, front-wheel-drive, 8-passenger, 4-door van",45450,47610,"SOHC 24-valve V-6, aluminum block and heads, direct fuel injection",,280,6000,262,4700,10-speed automatic with manual shifting mode,118.1,203.2,78.5,68.3,4583,6.6,17.0,15.2,95,,184,,0.75,6.6,3.5,4.1,22,19,28,19,,yes
https://www.caranddriver.com/reviews/a14532881/2017-dodge-viper-acr-test-review/,2017,Dodge Viper,Acr Test,"front-engine, rear-wheel-drive, 2-passenger, 2-door hatchback",119990,154885,"pushrod 20-valve V-10, aluminum block and heads, port fuel injection",,645,6200,600,5000,6-speed manual,98.8,175.7,76.4,49.1,3400,3.3,7.5,11.5,126,,134,,1.15,4.4,11.0,9.6,14,12,19,,,yes
https://www.caranddriver.com/reviews/a14532941/2018-jeep-renegade-review/,2018,Jeep,Renegade,"front-engine, front- or 4-wheel-drive, 5-passenger, 4-door hatchback",101,,S,,,,,,S,101.2,166.6,74.2,66.5,3075,9.1,32.9,17.0,81,,181,,0.74,9.9,4.8,6.6,,,,,,yes
https://www.caranddriver.com/reviews/a14585720/2019-mercedes-benz-g-class-prototype-ride-review/,2019,Mercedes Benz,G Class Prototype Ride,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.caranddriver.com/reviews/a14753911/2018-kia-niro-plug-in-hybrid-first-drive-review/,2018,Kia Niro,Plug In Hybrid First Drive,"front-engine, front-motor, front-wheel-drive, 5-passenger, 4-door hatchback",106,,"DOHC 16-valve Atkinson-cycle 1.6-liter inline-4, 104 hp, 109 lb-ft; permanent-magnet synchronous AC motor, 60 hp, 125 lb-ft; combined output, 139 hp, 195 lb-ft; 8.9-kWh lithium-ion battery pack",,,,,,6-speed dual-clutch automatic with manual shifting mode,106.3,171.5,71.1,60.8,3400,9.0,31.0,17.3,,107,,,,,,,46,48,44,,,yes
https://www.caranddriver.com/reviews/a14763389/2018-bmw-i3s-first-drive-review/,2018,BMW,i3s First Drive |,"mid-motor, rear-wheel-drive, 4-passenger, 4-door hatchback",101,,,,,,,,1-speed direct drive,101.2,158.1,70.5,62.6,3000,6.3,,15.2,,99,,,,,,,,,,,,yes
https://www.caranddriver.com/reviews/a14763754/2014-jaguar-f-type-v-8-s-roadster-long-term-wrap-review/,2014,Jaguar F,Type V 8 S Roadster Long Term Wrap,"front-engine, rear-wheel-drive, 2-passenger, 2-door roadster",92925,101720,"supercharged and intercooled DOHC 32-valve V-8, aluminum block and heads, direct fuel injection",305,495,6500,460,2500,8-speed automatic with manual shifting mode,103.2,176.0,75.7,51.5,3974,3.8,8.4,12.0,121,,154,,0.94,3.9,2.1,2.8,,,,19,,yes
https://www.caranddriver.com/reviews/a14764431/2018-bmw-m4-first-drive-review/,2018,Bmw,M4 First Drive,"front-engine, rear-wheel-drive, 4-passenger, 2-door coupe",110,,"twin-turbocharged and intercooled DOHC 24-valve inline-6, aluminum block and head, direct fuel injection",,425,7300,406,,S,110.7,184.5,73.6,,3600,3.7,8.5,12.0,,155,,,,,,,,,,,,yes
https://www.caranddriver.com/reviews/a14765550/2017-ferrari-gtc4lusso-ferrari-face-with-a-volvo-booty-review/,2017,Ferrari,Gtc4Lusso Ferrari Face With A Volvo Booty,"front-engine, all-wheel-drive, 4-passenger, 2-door hatchback",117,,,382,680,8000,514,5750,S (F/R):,117.7,193.8,78.0,54.4,4250,3.5,7.6,11.6,,208,,,,,,,13,12,17,,,yes
https://www.caranddriver.com/reviews/a14788856/2018-mazda-3-25l-automatic-sedan-quick-test-review/,2018,Mazda,3 25L Automatic Sedan Quick Test,"front-engine, front-wheel-drive, 5-passenger, 4-door sedan",22030,27085,"DOHC 16-valve Atkinson-capable inline-4, aluminum block and head, direct fuel injection",,184,5700,185,3250,6-speed automatic with manual shifting mode,106.3,180.3,70.7,57.3,3094,7.0,19.2,15.5,92,,165,,0.85,7.3,3.7,4.9,30,27,36,28,,yes
https://www.caranddriver.com/reviews/a14910074/2018-mini-cooper-s-e-countryman-all4-plug-in-hybrid-test-review/,2018,Mini Cooper,S E Countryman All4 Plug In Hybrid Test,"front-engine, rear-motor, all-wheel-drive, 5-passenger, 4-door hatchback",37650,39700,"turbocharged and intercooled DOHC 12-valve inline-3, 134 hp, 122 lb-ft; permanent-magnet synchronous AC motor, 87 hp, 122 lb-ft; combined output, 221 hp, 284 lb-ft; 7.6-kWh lithium-ion battery pack",,,,,,S (F/R),105.1,169.8,71.7,61.4,3915,5.8,21.2,14.6,90,,193,,0.82,6.4,3.0,4.0,27,28,27,27,12,yes
https://www.caranddriver.com/reviews/a14928391/2017-chrysler-pacifica-long-term-test-review/,2017,Chrysler Pacifica,Long Term Test,"front-engine, front-wheel-drive, 7-passenger, 4-door van",38890,43765,"DOHC 24-valve V-6, aluminum block and heads, port fuel injection",,287,6400,262,4000,9-speed automatic,121.6,203.8,79.6,70.0,4515,7.3,20.4,15.6,90,,164,,0.87,7.7,4.0,6.0,22,18,28,22,,yes
https://www.caranddriver.com/reviews/a14986596/2017-porsche-911-carrera-gts-coupe-manual-test-review/,2017,Porsche,911 Carrera Gts Coupe Manual Test,"rear-engine, rear-wheel-drive, 2+2-passenger, 2-door coupe",120050,128980,"twin-turbocharged and intercooled DOHC 24-valve flat-6, aluminum block and heads, direct fuel injection",,450,6500,405,2150,7-speed manual,96.5,178.3,72.9,50.6,3295,3.4,7.8,11.6,123,,141,,1.06,4.6,13.0,9.0,21,18,26,22,,yes
https://www.caranddriver.com/reviews/a14986616/2018-range-rover-velar-p380-test-review/,2018,Range Rover,Velar P380 Test,"front-engine, all-wheel-drive, 5-passenger, 4-door hatchback",65195,89660,"supercharged and intercooled DOHC 24-valve V-6, aluminum block and heads, direct fuel injection",,380,6500,332,3500,8-speed automatic with manual shifting mode,113.1,189.1,76.0,65.6,4676,5.7,14.6,14.2,99,,175,,0.83,6.1,3.6,4.6,20,18,24,17,,yes
https://www.caranddriver.com/reviews/a14986682/2019-volvo-xc40-first-drive-review/,2019,Volvo,XC40 First Drive |,"front-engine, front- or all-wheel-drive, 5-passenger, 4-door hatchback",106,,"turbocharged and intercooled DOHC 16-valve inline-4, aluminum block and head, direct fuel injection",120,,,,,8-speed automatic with manual shifting mode,106.4,174.2,73.3,65.3,3800,6.2,18.5,14.7,,140,,,,,,,27,24,31,,,yes
https://www.caranddriver.com/reviews/a14986712/2018-honda-clarity-plug-in-hybrid-first-drive-review/,2018,Honda Clarity,Plug In Hybrid First Drive,"front-engine, front-motor, front-wheel-drive, 5-passenger, 4-door sedan",108,,"DOHC 16-valve Atkinson-cycle 1.5-liter inline-4, 103 hp, 99 lb-ft; permanent-magnet synchronous AC motor, 181 hp, 232 lb-ft; combined output, 212 hp; 17.0-kWh lithium-ion battery pack",,,,,,1-speed direct drive,108.3,192.7,73.9,58.2,4050,7.6,25.5,15.4,,110,,,,,,,42,44,40,,48,yes
https://www.caranddriver.com/reviews/a14986906/2019-aston-martin-rapide-electric-sedan-driven-review/,2019,Aston Martin,Rapide Electric Sedan Driven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.caranddriver.com/reviews/a14986916/2018-nissan-leaf-first-drive-review/,2018,Nissan Leaf,First Drive,"front-motor, front-wheel-drive, 5-passenger, 4-door hatchback",106,,,,,,,,1-speed direct drive,106.3,176.4,70.5,61.4,3450,9.5,,16.2,,95,,,,,,,112,124,101,,,yes
https://www.caranddriver.com/reviews/a14986943/2020-lynk-co-01-driven-its-a-volvo-based-chinese-cuv-review/,2020,Lynk Co,01 Driven Its A Volvo Based Chinese Cuv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.caranddriver.com/reviews/a14987182/2019-jaguar-i-pace-electric-suv-prototype-ride-review/,2019,Jaguar I,Pace Electric Suv Prototype Ride,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.caranddriver.com/reviews/a14987518/2018-porsche-718-boxster-cayman-gts-first-drive-review/,2018,Porsche,718 Boxster Cayman Gts First Drive,"mid-engine, rear-wheel-drive, 2-passenger, 2-door hatchback or convertible",97,,"turbocharged and intercooled DOHC 16-valve flat-4, aluminum block and heads, direct fuel injection",,365,6500,,,S:,97.4,172.9,70.9,,3100,3.5,8.6,11.9,,180,,,,,,,,,,,,yes
https://www.caranddriver.com/reviews/a14987543/2018-mitsubishi-eclipse-cross-us-spec-first-drive-review/,2018,Mitsubishi,Eclipse Cross U.S. Spec First Drive |,"front-engine, front- or all-wheel-drive, 5-passenger, 4-door hatchback",105,,"turbocharged and intercooled DOHC 16-valve inline-4, aluminum block and head, port and direct fuel injection",91,152,5500,184,2000,continuously variable automatic with manual shifting mode,105.1,173.4,71.1,,3550,9.0,28.0,17.1,,120,,,,,,,,,,,,yes
https://www.caranddriver.com/reviews/a14987576/2019-volkswagen-jetta-prototype-drive-review/,2019,Volkswagen,Jetta Prototype Drive |,"front-engine, front-wheel-drive, 5-passenger, 4-door sedan",105,,"turbocharged and intercooled DOHC 16-valve inline-4, aluminum block and head, direct fuel injection",85,150,5000,184,1400,S:,105.7,185.1,70.8,57.4,3100,8.0,21.2,16.1,,127,,,,,,,33,28,40,,,yes
https://www.caranddriver.com/reviews/a14988367/2018-bmw-m5-first-drive-review/,2018,Bmw,M5 First Drive,"front-engine, rear-/all-wheel-drive, 5-passenger, 4-door sedan",105500,,"twin-turbocharged and intercooled DOHC 32-valve V-8, aluminum block and heads, direct fuel injection",,600,6600,553,1800,8-speed automatic with manual shifting mode,117.4,195.5,74.9,58.0,4350,3.1,7.1,11.2,,155,,,,,,,17,14,24,,,yes
https://www.caranddriver.com/reviews/a14989541/2018-porsche-panamera-turbo-s-e-hybrid-sport-turismo-first-drive-review/,2018,Porsche,Panamera Turbo S E-Hybrid Sport Turismo First Drive |,"front-engine, all-wheel-drive, 4- or 5-passenger, 4-door hatchback",189450,,"twin-turbocharged and intercooled DOHC 32-valve 4.0-liter V-8, 550 hp, 567 lb-ft; permanent-magnet synchronous AC electric motor, 136 hp, 295 lb-ft; combined output, 680 hp, 626 lb-ft; 14.1-kWh lithium-ion battery pack",,,,,,8-speed dual-clutch automatic with manual shifting mode,116.1,198.8,76.3,56.4,5150,2.9,7.2,11.0,,192,,,,,,,19,16,24,,,yes
https://www.caranddriver.com/reviews/a15050118/2018-hyundai-santa-fe-quick-take-review/,2018,Hyundai,Santa Fe Quick Take |,"front-engine, front- or all-wheel-drive, 6- or 7-passenger, 4-door hatchback",110,,"DOHC 24-valve 3.3-liter V-6, aluminum block and heads, direct fuel injection",,290,6400,252,5200,6-speed automatic with manual shifting mode,110.2,193.1,74.2,66.5,4250,7.3,20.3,15.8,90,,178,,0.78,8.0,3.9,5.2,,,,,,yes
https://www.caranddriver.com/reviews/a15062341/2018-gmc-terrain-20t-awd-test-review/,2018,Gmc Terrain,20T Awd Test,"front-engine, all-wheel-drive, 5-passenger, 4-door hatchback",32340,44005,"turbocharged and intercooled DOHC 16-valve inline-4, aluminum block and head, direct fuel injection",,252,5500,260,2500,9-speed automatic with manual shifting mode,107.3,182.3,72.4,65.4,3897,6.8,17.7,15.3,93,,169,,0.82,7.1,3.3,4.7,23,21,26,18,,yes
https://www.caranddriver.com/reviews/a15071053/2018-chevrolet-cruze-diesel-hatchback-manual-test-review/,2018,Chevrolet Cruze,Diesel Hatchback Manual Test,"front-engine, front-wheel-drive, 5-passenger, 4-door hatchback",26395,26395,"turbocharged and intercooled DOHC 16-valve diesel inline-4, aluminum block and head, direct fuel injection",,137,3750,240,1500,6-speed manual,106.3,175.3,70.5,57.7,3104,8.2,25.7,16.5,84,,165,,0.90,9.5,18.5,9.6,35,29,48,38,,yes
https://www.caranddriver.com/reviews/a15074308/2017-subaru-impreza-sedan-manual-test-review/,2017,Subaru Impreza,Sedan Manual Test,"front-engine, all-wheel-drive, 5-passenger, 4-door sedan",19215,24965,"DOHC 16-valve flat-four, aluminum block and heads, direct fuel injection",,152,6000,145,4000,5-speed manual,105.1,182.1,70.0,57.3,3125,8.4,25.6,16.6,84,,170,,0.82,9.6,14.6,14.7,26,23,31,,,yes
https://www.caranddriver.com/reviews/a15074331/2016-honda-civic-sedan-long-term-test-review/,2016,Honda Civic,Sedan Long Term Test,"front-engine, front-wheel-drive, 5-passenger, 4-door sedan",19475,27335,"turbocharged and intercooled DOHC 16-valve inline-4, aluminum block and head, direct fuel injection",91,174,6000,162,1700,continuously variable automatic,106.3,182.3,70.8,55.7,2920,6.9,17.5,15.3,94,,179,,0.83,7.5,4.0,4.9,35,31,42,35,,yes
https://www.caranddriver.com/reviews/a15074526/2018-mercedes-benz-mercedes-amg-s-class-coupe-and-cabriolet-first-drive-review/,2018,Mercedes Benz,Mercedes Amg S Class Coupe And Cabriolet First Drive,"front-engine, rear- or all-wheel-drive, 4-passenger, 2-door coupe or convertible",115,,S,,,,,,S,115.9,,,,4750,3.2,7.8,,,130,,,,,,,,,,,,
https://www.caranddriver.com/reviews/a15074674/2019-aston-martin-vantage-prototype-ride-review/,2019,Aston,Martin Vantage Prototype Ride |,"front-engine, rear-wheel-drive, 2-passenger, 2-door hatchback",153081,,"twin-turbocharged and intercooled DOHC 32-valve V-8, aluminum block and heads, direct fuel injection",243,503,6000,505,2000,8-speed automatic with manual shifting mode,106.5,175.8,76.5,50.1,3700,3.5,7.8,11.8,,195,,,,,,,18,16,22,,,yes
https://www.caranddriver.com/reviews/a15074818/2019-chevrolet-corvette-zr1-prototype-ride-review/,2019,Chevrolet,Corvette ZR1 Prototype Ride |,"front-engine, rear-wheel-drive, 2-passenger, 2-door targa or convertible",106,,"supercharged and intercooled pushrod 16-valve V-8, aluminum block and heads, port and direct fuel injection",376,755,6400,715,3600,S:,106.7,179.8,77.4,,3600,2.9,6.6,10.9,,211,,,,,,,,,,,,yes
https://www.caranddriver.com/reviews/a15075024/2018-porsche-911-turbo-s-exclusive-first-drive-review/,2018,Porsche,911 Turbo S Exclusive First Drive,"rear-engine, all-wheel-drive, 2+2-passenger, 2-door coupe",258550,,"twin-turbocharged and intercooled DOHC 24-valve flat-6, aluminum block and heads, direct fuel injection",,607,6750,553,2250,7-speed dual-clutch automatic with manual shifting mode,96.5,177.4,74.0,51.1,3550,2.6,6.1,10.6,,205,,,,,,,19,17,23,,,yes
https://www.caranddriver.com/reviews/a15075507/2018-mercedes-benz-e400-coupe-test-review/,2018,Mercedes Benz,E400 Coupe Test,"front-engine, all-wheel-drive, 4-passenger, 2-door coupe",62395,87785,"twin-turbocharged and intercooled DOHC 24-valve V-6, aluminum block and heads, direct fuel injection",,329,6000,354,1600,9-speed automatic with manual shifting mode,113.1,190.0,73.2,56.3,4314,5.0,12.4,13.6,104,,156,,0.90,5.9,2.9,3.5,22,20,26,21,,yes
https://www.caranddriver.com/reviews/a15075549/2018-mercedes-amg-glc63-first-drive-review/,2018,Mercedes Amg,Glc63 First Drive,"front-engine, all-wheel-drive, 5-passenger, 4-door hatchback",113,,S,,,,,,9-speed automatic with manual shifting mode,113.1,,76.0,,4500,3.6,8.1,11.9,,155,,,,,,,18,15,22,,,yes
https://www.caranddriver.com/reviews/a15075668/2018-subaru-crosstrek-manual-test-review/,2018,Subaru Crosstrek,Manual Test,"front-engine, all-wheel-drive, 5-passenger, 4-door hatchback",22710,23510,"DOHC 16-valve flat-4, aluminum block and heads, direct fuel injection",,152,6000,145,4000,6-speed manual,104.9,175.8,71.0,63.6,3166,9.2,27.9,17.0,81,,167,,0.81,10.6,15.8,16.0,25,23,29,25,,yes
https://www.caranddriver.com/reviews/a15075783/2018-chevrolet-traverse-v-6-fwd-test-review/,2018,Chevrolet Traverse,V 6 Fwd Test,"front-engine, front-wheel-drive, 7-passenger, 4-door hatchback",30925,42835,"DOHC 24-valve V-6, aluminum block and heads, direct fuel injection",,310,6800,266,2800,9-speed automatic with manual shifting mode,120.9,204.3,78.6,70.7,4443,6.3,16.6,14.9,95,,170,,0.82,6.5,3.1,4.4,21,18,27,18,,yes
https://www.caranddriver.com/reviews/a15075950/2018-kia-stinger-gt-test-review/,2018,Kia Stinger,Gt Test,"front-engine, rear-wheel-drive, 5-passenger, 4-door hatchback",39250,50100,,,365,6000,376,1300,8-speed automatic with manual shifting mode,114.4,190.2,73.6,55.1,4004,4.4,10.6,12.9,111,,156,,0.93,5.0,2.5,3.2,,,,17,,yes
https://www.caranddriver.com/reviews/a15076120/2018-volkswagen-tiguan-fwd-test-review/,2018,Volkswagen Tiguan,Fwd Test,"front-engine, front-wheel-drive, 7-passenger, 4-door hatchback",26095,37445,"turbocharged and intercooled DOHC 16-valve Miller-capable inline-4, iron block and aluminum head, direct fuel injection",,184,4400,221,1600,8-speed automatic with manual shifting mode,109.8,185.1,72.4,66.3,3941,8.2,22.6,16.3,86,,176,,0.78,8.9,4.5,6.0,24,22,27,28,,yes
https://www.caranddriver.com/reviews/a15076139/2018-jaguar-e-pace-crossover-first-drive-review/,2018,Jaguar E,Pace Crossover First Drive,"front-engine, all-wheel-drive, 5-passenger, 4-door hatchback",105,,"turbocharged and intercooled DOHC 16-valve 2.0-liter inline-4, 246 or 296 hp, 269 or 295 lb-ft",,,,,,9-speed automatic with manual shifting mode,105.6,173.0,78.1,64.9,4200,5.9,18.3,14.3,,143,,,,,,,,,,,,yes
https://www.caranddriver.com/reviews/a15076220/2017-chevrolet-camaro-v-6-1le-manual-full-test-review/,2017,Chevrolet,Camaro V-6 1LE Manual Full Test |,"front-engine, rear-wheel-drive, 4-passenger, 2-door coupe",32895,43085,"DOHC 24-valve V-6, aluminum block and heads, direct fuel injection",223,335,6800,284,5300,6-speed manual,110.7,188.3,74.7,53.1,3532,5.2,13.4,13.8,101,,146,,0.98,5.7,14.2,11.8,20,16,28,,,yes
https://www.caranddriver.com/reviews/a15076267/2018-acura-rlx-sport-hybrid-sh-awd-first-drive-review/,2018,Acura Rlx,Sport Hybrid Sh Awd First Drive,"front-engine, all-wheel-drive, 5-passenger, 4-door sedan",62865,,"SOHC 24-valve 3.5-liter V-6, 310 hp, 273 lb-ft; 1 permanent-magnet synchronous AC motor, 47 hp, 109 lb-ft (front); 2 permanent-magnet synchronous AC motors, 72 hp, 108 lb-ft (rear); combined output, 377 hp, 341 lb-ft; 1.1-kWh lithium-ion battery pack",,,,,,7-speed dual-clutch automatic with manual shifting mode,112.2,198.1,74.4,57.7,4400,5.5,14.1,14.1,,130,,,,,,,28,28,29,,,yes
https://www.caranddriver.com/reviews/a15076405/2018-ford-mustang-first-drive-review/,2018,Ford Mustang,First Drive,S:,107,,S:,,,,,,S:,107.1,188.5,75.4,,3600,3.9,10.0,12.7,,150,,,,,,,,,,,,yes
